Product Name,Image Link,VariantID,Size,Volume Unit,Expert Ratings,Stock,WS Retail Price,Winemaker Name,Vintage (Year),Country,Region,Wine Type,Wine Grapes,Level to Drink,Vinification Process,Season,Soil Type,Description,Occasion,Body,Acidity,Alcohol,Fruitiness,Minerality,Sweetness / Dry
Domaine Jean Pascal et Fils Puligny-Montrachet Blanc 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083cebb8cbbc748d6645Domaine20Jean20Pascal20et20Fils20Puligny-Montrachet20Blanc202022.png,354961,750ml,ml,(RP: 92; WS: 90),10,588,Jean Pascal et Fils,2022,France,Cote de Beaune,White,Chardonnay,Drink within 5-7 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"spring, summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by high acidity and a dry finish.",Occasion: Celebration,Medium,High,13.2,Fresh,Medium,Dry
Domaine Jean Pascal et Fils Puligny-Montrachet Rouge 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67320839c9ce93f6d270e95fDomaine20Jean20Pascal20et20Fils20Puligny-Montrachet20Rouge202022.png,354963,750ml,ml,RP: 92; WS: 90,10,480,Jean Pascal et Fils,2022,France,Cote de Beaune,Red,Pinot Noir,/ Drink within 5-7 years.,/ Aged in French oak barrels for 12-14 months with 20 new oak.,"spring, summer, autumn",Soil Type: Limestone,"A delicate and refreshing Pinot Noir with a light body, showcasing fresh fruit flavors and a hint of minerality, balanced by medium acidity and a dry finish.",Occasion: Celebration,Light,Medium,13.2,Fresh,Medium,Dry
Domaine Jean Pascal et Fils Volnay 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67320839881386c295df1b17Domaine20Jean20Pascal20et20Fils20Volnay202021.png,354965,750ml,ml,(RP: 92; WS: 90),10,398,Jean Pascal et Fils,2021,France,Cote de Beaune,White,Pinot Noir,/ Drink within 5 years.,/ Aged in French oak barrels for 12 months with 20 new oak.,"spring, summer",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh red fruit flavors, medium acidity, and a light body. The wine showcases a subtle minerality and a dry finish, making it a great pairing for delicate dishes.",Occasion: Casual,Light,Medium,12.5,Fresh,Medium,Dry
Domaine Jean Pascal et Fils Volnay 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67320839881386c295df1b17Domaine20Jean20Pascal20et20Fils20Volnay202021.png,354967,750ml,ml,(RP: 92; WS: 90),10,480,Jean Pascal et Fils,2022,France,Cote de Beaune,White,Pinot Noir,Drink within 5 years.,/ Aged in French oak barrels for 12 months with 20 new oak.,"spring, summer, autumn",Soil Type: Limestone,"This Pinot Noir from the esteemed Cote de Beaune region is a masterclass in elegance, boasting a light body and medium acidity that harmoniously balance its fresh fruit flavors. With a subtle minerality and dry finish, this wine is perfect for those seeking a refined and sophisticated red.",Occasion: Celebration,Light,Medium,12.5,Fresh,Medium,Dry
Domaine Jean-Yves Devevey Bourgogne Hautes Cotes de Beaune 18 Lunes Blanc Burgundy 2018,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e960675dcc402e07f1Domaine20Jean-Yves20Devevey20Bourgogne20Hautes20Cotes20de20Beaune201820Lunes20Blanc20Burgundy202018.png,354969,750ml,ml,RP: 88; WS: 90,10,359,Jean-Yves Devevey,2018,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"spring, summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors, a hint of minerality, and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Jourdan Chinon Rouge LArcestrale 2017,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083b79a22c13b8f4687aDomaine20Jourdan20Chinon20Rouge20LArcestrale202017.png,354971,750ml,ml,(RP: 90; WS: 92),10,370,Jourdan,2017,France,Chinon,Red,Cabernet Franc,/ Drink within 5-7 years.,/ Aged in oak barrels for 12 months with regular racking.,"Spring, Autumn",Soil Type: Clay-Limestone,"A medium-bodied Cabernet Franc with fresh fruit flavors, medium acidity, and a dry finish, offering a perfect balance of fruit and minerality.",Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Dry
Domaine Jourdan Chinon Rouge Les Trois Quartiers 2018,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083a6f63cc0817591ee3Domaine20Jourdan20Chinon20Rouge20Les20Trois20Quartiers202018.png,354973,750ml,ml,(RP: 88; WS: 90),10,294,Jourdan,2018,France,Chinon,Red,Cabernet Franc,/ Drink within 5-7 years.,/ Aged in a combination of stainless steel and oak barrels for 12 months.,"spring, autumn",Soil Type: Clay and Limestone,"A classic Chinon with a medium body, this wine showcases fresh fruit flavors, balanced by medium acidity and a hint of minerality. The 13.5 alcohol adds a touch of warmth, while the dry finish ensures a refreshing drinking experience.",/ Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Dry
Domaine Leflaive Bourgogne Blanc Burgundy 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad3f54ebe0d0213a009Domaine20Leflaive20Bourgogne20Blanc20Burgundy202021.png,354975,750ml,ml,(RP: 92; WS: 90),10,998,Leflaive,2021,France,Cote de Beaune,White,Chardonnay,/ Drink within 5 years.,"/ Aged in French oak barrels for 12 months, with 20 new oak and 80 second-fill barrels.","spring, summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by a medium acidity and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Leflaive Macon Ige 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad30036ea328223cd6fDomaine20Leflaive20Macon20Ige202022.png,354977,750ml,ml,RP: 92; WS: 90,10,668,Leflaive,2022,France,Maconnais,White,Chardonnay,/ Drink within 5 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"spring, summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by a medium acidity and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Leflaive Macon-Verze Burgundy 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083b5ed161e1fce1994fDomaine20Leflaive20Macon-Verze20Burgundy202022.png,354979,750ml,ml,RP: 92; WS: 90,10,499,Leflaive,2022,France,Maconnais,White,Chardonnay,/ Drink within 5-7 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"Spring, summer",Soil Type: Limestone,"A delicate and refined Chardonnay with a fresh fruitiness, subtle minerality, and a hint of sweetness, balanced by a medium acidity and a smooth, medium-bodied texture.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Off-dry
Domaine Leflaive Pouilly Fuissé 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad20ff4a1de0cc26a76Domaine20Leflaive20Pouilly20FuisseCC81202021.png,354981,750ml,ml,(RP: 92; WS: 90),10,798,Leflaive,2021,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,/ Aged in French oak barrels for 12 months with 30 new oak.,"spring, summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by a medium acidity and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Leflaive Pouilly Fuissé La Chaneau 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad3d5b1010043d7dc4fDomaine20Leflaive20Pouilly20FuisseCC8120La20Chaneau202020.png,354983,750ml,ml,RP: 92; WS: 90,10,998,Leflaive,2020,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,"/ Aged in French oak barrels for 12 months, with 20 new oak and 80 second-fill oak.","spring, summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by high acidity and a dry finish.",Occasion: Celebration,Medium,High,13.2,Fresh,Medium,Dry
Domaine Marquis dAngerville Champans Volnay Premier Cru 2017,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e80cac8927c3b50ffcDomaine20Marquis20d27Angerville20Champans20Volnay20Premier20Cru202017.png,354985,750ml,ml,RP: 92; WS: 90,10,"1,238.00",Marquis dAngerville Champans,2017,France,Cote de Beaune,White,Pinot Noir,/ Drink within 5-7 years.,"/ Aged in French oak barrels for 12-14 months, with 20-30 new oak.","spring, summer, autumn",Soil Type: Limestone,"A delicate and elegant Pinot Noir with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by medium acidity and a dry finish.",/ Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Dry
"Domaine Patrice Rion Les Charmes, Chambolle-Musigny 1er Cru, 2014",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083b14d78dd1b88404daDomaine20Patrice20Rion20Les20Charmes2C20Chambolle-Musigny201er20Cru2C202014.png,354987,750ml,ml,RP: 92; WS: 90,10,880,Patrice Rion Les Charmes,2014,France,Cote de Nuits,Red,Pinot Noir,/ Drink within 10 years.,/ Aged in French oak barrels for 12-14 months with 30 new oak.,"Autumn, Winter",Soil Type: Limestone,"A classic Pinot Noir from the esteemed Cote de Nuits region, this wine boasts fresh fruit flavors, subtle minerality, and a medium-bodied texture, culminating in a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Ramonet Macon Peronne 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ea10981908f2e5e71dDomaine20Ramonet20Macon20Peronne.png,354989,750ml,ml,(RP: 92; WS: 90),10,648,Ramonet,2020,France,Maconnais,White,Chardonnay,/ Drink within 5 years.,/ Aged in oak barrels for 12 months with regular lees stirring.,"spring, summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors, a hint of minerality, and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Ramonet Macon Peronne 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ea10981908f2e5e71dDomaine20Ramonet20Macon20Peronne.png,354991,750ml,ml,(RP: 92; WS: 90),10,668,Ramonet,2021,France,Maconnais,White,Chardonnay,/ Drink within 5 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"summer, spring",Soil Type: Limestone,"This Chardonnay from Maconnais offers a harmonious balance of fresh fruit flavors, medium acidity, and a hint of minerality, all wrapped up in a medium-bodied package with a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Wachau Riesling Ried Loibenberg Federspiel 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad2d6914ae792ab8607Domaine20Wachau20Riesling20Ried20Loibenberg20Federspiel202020.png,354993,750ml,ml,(RP: 92; WS: 91),10,198,Wachau,2020,Austria,Wachau,White,Riesling,/ Drink within 5 years.,/ Aged in stainless steel with partial oak aging for 6-8 months.,"spring, summer",Soil Type: Gneiss,"A crisp and refreshing white wine with a perfect balance of acidity and sweetness, offering flavors of green apple, peach, and a hint of citrus, with a subtle mineral undertone.",Occasion: Casual,Medium,High,12.5,Fresh,Medium,Off-dry
Domane Wachau - Freie Weingartner Achleiten Riesling Smaragd 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e9c4b8b8485bdad711Domane20Wachau20Riesling20Ried20Loibenberg20Federspiel202020.png,354995,750ml,ml,(RP: 92; WS: 91),10,298,Wachau,2020,Austria,Wachau,White,Riesling,/ Drink within 5-7 years.,/ Aged in stainless steel with partial oak for 12 months.,"Spring, summer",Soil Type: Gneiss,"A crisp and refreshing Riesling with a medium body, showcasing fresh fruit flavors, high acidity, and a hint of sweetness, all balanced by a strong mineral backbone.",Occasion: Celebration,Medium,High,12.5,Fresh,High,Off-dry
Dosio Riserva Speciale Barolo DOCG 1982,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e80f317306e667487aDosio20Riserva20Speciale20Barolo20DOCG.png,354997,750ml,ml,RP: 92; WS: 94,10,599,Dosio,1982,Italy,Piedmont,Red,Nebbiolo,Drink within 5 years.,"/ Aged for 4 years in large oak casks, followed by 2 years in smaller barriques, and then bottle-aged for at least 10 years.","Autumn, Winter",Soil Type: Clay-Limestone,"A rich, full-bodied Barolo with a velvety texture, offering intense flavors of dark fruit, leather, and spice, balanced by medium acidity and a subtle minerality, with a long, dry finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Errazuriz Aconcagua Costa Chardonnay Aconcagua Valley 2018,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e8f86c501ae29217b2Errazuriz20Aconcagua20Costa20Chardonnay20Aconcagua20Valley202018.png,354999,750ml,ml,(RP: 90; WS: 92),10,229,Errazuriz,2018,Chile,Aconcagua Costa,White,Chardonnay,Drink within 5 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"Spring, Summer",Soil Type: Clay,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors, a hint of minerality, and a subtle off-dry sweetness, perfect for sipping on its own or pairing with seafood dishes.",Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Off-dry
Errazuriz Don Maximiano Founders Reserve 2017,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e99f6b607178f1c77dErrazuriz20Don20Maximiano20Founder27s20Reserve202017.png,355001,750ml,ml,(RP: 94; WS: 92),10,588,Errazuriz,2017,Chile,Aconcagua Valley,Red,Cabernet Sauvignon,/ Drink within 10 years.,"/ Aged for 22 months in French oak barrels, 70 new and 30 second use.","Autumn, Winter",Soil Type: Clay,"A rich and full-bodied Cabernet Sauvignon with a velvety texture, offering a complex array of dark fruit flavors, subtle minerality, and a hint of spice, culminating in a long, satisfying finish.",/ Occasion: Celebration,Full,Medium,14.5,Rich,Medium,Dry
Esprit Leflaive Pouilly Fuissé Clos Reyssier 2019,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad4eec8342a652e120aEsprit20Leflaive20Pouilly20FuisseCC8120Clos20Reyssier202019.png,355003,750ml,ml,(RP: 92; WS: 90),10,858,Leflaive,2019,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,/ Aged in French oak barrels for 12 months with regular stirring of the lees.,"spring, summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by a medium acidity and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
F.X. Pichler Durnsteiner Riesling Smaragd Wachau 2018,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ebbedaddb536db0c23F.X.20Pichler20Durnsteiner20Riesling20Smaragd20Wachau202018.png,355005,750ml,ml,RP: 92; WS: 90,10,358,F.X. Pichler,2018,Austria,Wachau,White,Riesling,/ Drink within 5-7 years.,/ Aged in stainless steel with partial oak aging for 12 months.,"spring, summer",Soil Type: Gneiss,"A crisp and refreshing white wine with a medium body, showcasing fresh fruit flavors, high minerality, and a hint of sweetness, balanced by a zesty acidity and a clean finish.",Occasion: Celebration,Medium,High,12.5,Fresh,High,Off-dry
F.X. Pichler Riesling Ried Steinertal 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1eb0f317306e667495cF.X.20Pichler20Riesling20Ried20Steinertal202021.png,355007,750ml,ml,(RP: 92; WS: 90),10,458,F.X. Pichler,2021,Austria,Wachau,White,Riesling,/ Drink within 5 years.,/ Aged in stainless steel with partial oak aging for 6-8 months.,"spring, summer",Soil Type: Gneiss,"This crisp and refreshing Riesling from Wachaus Ried Steinertal vineyard boasts a medium body, high acidity, and a hint of sweetness. Fresh fruit flavors abound, balanced by a pronounced minerality that adds depth and complexity to this off-dry white wine.",Occasion: Celebration,Medium,High,12.5,Fresh,High,Off-dry
Famille Carabello-Baum Chambolle-Musigny 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083cfa5c3213e15ff42fFamille20Carabello-Baum20Chambolle-Musigny202021.png,355009,750ml,ml,(RP: 92; WS: 90),10,866,Famille Carabello-Baum,2021,,,Red,Pinot Noir,Drink within 5-7 years.,/ Aged in French oak barrels for 12 months with 20 new oak.,"autumn, winter",Soil Type: Limestone,"This Pinot Noir from Chambolle-Musigny is a masterclass in elegance, with a medium-bodied frame and fresh, fruity aromas. The acidity is well-balanced, cutting through the richness, while the subtle minerality adds depth to the wine. With a dry finish and 13.2 alcohol, this wine is perfect for those who appreciate a refined, sophisticated Pinot Noir.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Famille Carabello-Baum Chassange Montrachet 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67346f2f86d083fccf75fa1fFamille20Carabello-Baum20Chassange20Montrachet202021.png,355011,750ml,ml,(RP: 92; WS: 90),10,598,Famille Carabello-Baum,2021,France,Cote de Beaune,White,Chardonnay,/ Drink within 5 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"spring, summer",Soil Type: Limestone,"A delicate and refined Chardonnay with a medium body, showcasing fresh fruit flavors and a subtle minerality, balanced by a medium acidity and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Famille Carabello-Baum Savigny-Les-Beaune 2022 White,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734628a7389be5ff713de8eChateau20de20Pommard20Famille20Carabello-Baum20Savigny-Les-Beaune20White.png,355013,750ml,ml,RP: 92; WS: 90,10,598,Famille Carabello-Baum,2022,France,Cote de Beaune,White,Chardonnay,/ Drink within 5 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"spring, summer",Soil Type: Limestone,"This Famille Carabello-Baum Savigny-Les-Beaune 2022 White is a harmonious and refreshing Chardonnay, offering a medium-bodied palate with a perfect balance of fresh fruit flavors, medium acidity, and a subtle minerality, all wrapped up in a dry and crisp finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Famille Carabello-Baum Volnay Premier Cru 2014,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083b9d61b7074e97c4fbFamille20Carabello-Baum20Volnay20Premier20Cru202014.png,355015,750ml,ml,RP: 92; WS: 90,10,784,Famille Carabello-Baum,2014,France,Cote de Beaune,Red,Pinot Noir,/ Drink within 10 years.,"/ Aged in French oak barrels for 12 months, with 20 new oak and 80 seasoned oak.","Spring, Autumn",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit flavors, medium acidity, and a subtle minerality, offering a refined and balanced taste experience.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Ferrero Barolo Classico Extra Vecchio 1949,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673461d498308e64c19bae0aFerrero20Barolo20Classico20Extra20Vecchio.png,355017,750ml,ml,(RP: 95; WS: 94),10,999,Ferrero,1949,Italy,Piedmont,Red,Nebbiolo,/ Drink now or within 2 years.,"/ Aged in large oak casks for a minimum of 5 years, followed by extended bottle aging.","Autumn, Winter",Soil Type: Clay-Limestone,"A classic Barolo with a rich, full-bodied texture, showcasing Nebbiolos signature flavors of dark cherry, plum, and leather, complemented by subtle hints of spice and tobacco, with a medium acidity and a dry, lingering finish.",Occasion: Celebration,Full,Medium,14.5,Rich,Medium,Dry
Fontanafredda Barolo 1982,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673473ad3dd434a47f4812bcFontanafredda20Barolo201982.png,355019,750ml,ml,RP: 92; WS: 90,10,788,Fontanafredda,1982,Italy,Piedmont,Red,Nebbiolo,/ Drink within 5 years.,"/ Aged in large oak casks for 3-4 years, followed by extended bottle aging.","Autumn, Winter",Soil Type: Clay-Limestone,"A classic Barolo with a full-bodied, rich, and complex character, offering aromas of dark fruit, leather, and spice, with a long, velvety finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Fontanafredda Barolo 1989,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083b31a447d9eeb65fceFontanafredda20Barolo201989.png,355021,750ml,ml,RP: 92; WS: 90,10,788,Fontanafredda,1989,Italy,Piedmont,Red,Nebbiolo,/ Drink within 5-10 years.,"/ Aged for 3 years in large oak casks, followed by 2 years in smaller barriques.","/ autumn, winter",Soil Type: Clay-Limestone,"A classic Barolo from Piedmont, Italy, this wine boasts a full-bodied richness with medium acidity, showcasing the Nebbiolo grapes signature complexity. Expect rich, dark fruit flavors and a subtle minerality, all balanced by a dry, 13.5 ABV finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Fontevino Brunello di Montalcino DOCG Tuscany 1978,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083b201c93c99b7adb29Fontevino20Brunello20di20Montalcino20DOCG20Tuscany201978.png,355023,750ml,ml,RP: 92; WS: 90,10,729,Fontevino,1978,Italy,Tuscany,Red,Sangiovese,/ Drink now or within 2 years.,"/ Aged in large oak casks for a minimum of 4 years, followed by extended bottle aging.","Autumn, Winter",Soil Type: Clay-Limestone,"A classic, full-bodied Tuscan red with rich fruit flavors, medium acidity, and a dry finish, showcasing the regions signature Sangiovese grape variety.",/ Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Fratelli Minuto Barolo Riserva DOCG Piedmont 1967,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1fea0e6120d3924eee8Fratelli20Minuto20Barolo20Riserva20DOCG20Piedmont201967.png,355025,750ml,ml,(RP: 92; WS: 94),10,699,Fratelli Minuto,1967,Italy,Piedmont,Red,Nebbiolo,/ Drink now.,"/ Aged for 3 years in large oak casks, followed by 2 years in smaller barriques, and then bottle-aged for at least 10 years.","Autumn, Winter",Soil Type: Clay-Limestone,"A rich and full-bodied Barolo Riserva with a deep, velvety texture, showcasing Nebbiolos signature complexity. Expect intense, dark fruit flavors, subtle hints of spice and leather, and a long, satisfying finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Giacomo Borgogno Figli No Name Piedmont 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67387163d5b1010043e578f5Giacomo20Borgogno202620Figli20No20Name20Piedmont202020.png,355027,750ml,ml,(RP: 92; WS: 90),10,388,Giacomo Borgogno Figli,2020,Italy,Piedmont,Red,Nebbiolo,/ Drink within 10 years.,/ Aged in large oak casks for 24 months.,"Autumn, Winter",Soil Type: Clay-Limestone,"A classic Piedmontese Nebbiolo, this wine offers a harmonious balance of fruit and acidity, with flavors of cherry, rose petal, and subtle hints of spice, all wrapped up in a medium-bodied package with a dry, refreshing finish.",/ Occasion: Celebration,Medium,Medium,13.5,Medium,Medium,Dry
Godme Sabine Terre de Verzenay Grand Cru Extra Brut Champagne NV,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673871649b4c89bda577d480Godme20Sabine20Terre20de20Verzenay20Grand20Cru20Extra20Brut20Champagne20NV.png,355029,750ml,ml,(RP: 92; WS: 94),10,558,Godme Sabine,NV,France,Champagne,Sparkling,Chardonnay,/ Drink within 5 years.,"/ Aged for a minimum of 3 years on the lees in underground cellars, with a slow and gentle second fermentation in the bottle, followed by a prolonged aging period of at least 6 months after dégorgement.","Spring, Summer",Soil Type: Limestone,"A crisp and refreshing champagne with a delicate balance of fresh fruit flavors and subtle minerality, perfect for pairing with delicate seafood dishes or enjoying on its own as an apéritif.",Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Dry
Grgich Hills Chardonnay 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ea915ee1ab21f7162bGrgich20Hills20Chardonnay202020.png,355031,750ml,ml,(RP: 92; WS: 90),10,498,Grgich,2020,USA,Napa,White,Chardonnay,/ Drink within 5 years.,/ Aged in French oak barrels for 10 months with 30 new oak.,"summer, fall",Soil Type: Clay,"This Napa Chardonnay is a rich and indulgent wine, offering a velvety smooth texture and a medley of ripe fruit flavors, subtly balanced by a hint of minerality and a touch of sweetness, culminating in a satisfying finish.",Occasion: Celebration,Medium,Medium,13.5,Rich,Medium,Off-dry
Grgich Hills Fume Blanc 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ebd76538209c91ce08Grgich20Hills20Fume20Blanc202021.png,355033,750ml,ml,(RP: 92; WS: 90),10,390,Grgich,2021,USA,Napa,White,Sauvignon Blanc,/ Drink within 5 years.,/ Aged in a combination of stainless steel and French oak barrels for 7 months.,"summer, spring",Soil Type: Clay,"This crisp and refreshing Sauvignon Blanc from Napas Grgich Hills boasts a medium body, high acidity, and a dry finish. Expect an explosion of fresh fruit flavors, balanced by a subtle minerality, making it an ideal pairing for seafood, salads, or simply sipping on a warm day.",Occasion: Celebration,Medium,High,13.5,Fresh,Medium,Dry
Grgich Hills Sauvignon Blanc Skin-Fermented 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ebc2482aa5c66c6ce0Grgich20Hills20Sauvignon20Blanc20Skin-Fermented202020.png,355035,750ml,ml,(RP: 92; WS: 90),10,438,Grgich,2020,USA,Napa,White,Sauvignon Blanc,Drink within 3-5 years.,/ Skin-fermented in concrete eggs with 10 months of aging on the lees.,"spring, summer",Soil Type: Clay,"A crisp and refreshing Sauvignon Blanc with a hint of funk from the skin fermentation, offering a vibrant display of citrus, green apple, and grassy notes, all wrapped up in a zesty, mineral-driven package.",Occasion: Casual,Medium,High,13.5,Fresh,Medium,Dry
"Gustave Lorentz Riesling Altenberg de Bergheim, Alsace Grand Cru 2018",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1eb643313cf48d0ea2dGustave20Lorentz20Riesling20Altenberg20de20Bergheim2C20Alsace20Grand20Cru202018.png,355037,750ml,ml,RP: 92; WS: 90,10,298,Gustave Lorentz,2018,France,Alsace,White,Riesling,/ Drink within 10 years.,"/ Aged in stainless steel with partial oak for 12 months, followed by 6 months of bottle aging.","spring, summer",Soil Type: Granite,"A crisp and refreshing Riesling with a medium body, showcasing fresh fruit flavors, a hint of minerality, and a balanced off-dry sweetness, all wrapped up in a zesty high-acidity package.",Occasion: Celebration,Medium,High,13.5,Fresh,Medium,Off-dry
Henri Giraud Esprit Nature Champagne NV,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083bd8ede2fd03ebb732Henri20Giraud20Esprit20Nature20Champagne20NV.png,355039,750ml,ml,(RP: 92; WS: 90),10,388,Henri Giraud,Non-Vintage,France,Champagne,Sparkling,Chardonnay,/ Drink now or within 3 years.,"/ Aged for a minimum of 3 years in the cellar, with a partial aging in oak barrels.","spring, summer",Soil Type: Limestone,"This Henri Giraud Esprit Nature Champagne is a crisp and refreshing blend of Chardonnay grapes from the Champagne region, boasting a medium body, high acidity, and a dry finish. Fresh fruit notes dominate the palate, with subtle hints of minerality, making it an ideal apéritif or pairing for delicate seafood dishes.",Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Dry
